2120|1405|"OLD_vt1_Kaarina_Piikkiö_S_Opt1"
2121|1406|"vt1_Kaarina_Piikkiö_S_Opt2"
2122|1407|"vt1_Kaarina_Makarla_Opt1"
2123|1390|"vt1_Kaarina_Hiiskanmäki_Opt2"
2124|1408|"st189_Naantali_Luonnonmaa_R"
2125|1391|"st189_Naantali_Luonnonmaa_Opt"
2126|1585|"vt2_Huittinen_Korvenmaa_1"
2127|1643|"vt2_Huittinen_Korvenmaa_Opt"
2128|2063|"vt9_Aura_Järvenoja_Opt2"
2129|2064|"vt10_Lieto_Yliskulma_Opt2"
2130|2083|"vt10_Koski_Tl_Opt2"
3001|202|"vt7_Kotka_Karhunkangas_1"
3002|203|"vt7_Hamina_Summa_1"
3003|204|"kt62_Puumala_Huuhkaala_R"
3004|205|"vt5_Mikkeli_R"
3005|206|"vt14_Savonlinna_Kulennoinen_R"
3006|207|"vt7_Kotka_Sutela_1"
3007|208|"st170_Pyhtää_Mokra_R"
3008|209|"OLD_vt7_Pkarhula_R"
3009|210|"OLD_vt7_Leppäsaaren_silta_R"
3010|211|"OLD_vt7_Ekarhula_R"
3011|212|"vt15_Kouvola_Tuohikotti_R"
3012|213|"vt13_Lappeenranta_Karhusjärvi_R"
3013|214|"OLD_vt26_Ruissalo_R"
3014|215|"vt15_Kotka_Kotkansaari_R"
3015|216|"vt15_Kotka_Kotkansaari_O1"
3016|217|"vt15_Kotka_Kotkansaari_O2"
3017|218|"OLD_vt6_Selkäharju_R"
3018|219|"OLD_vt6_Selkäharju_O"
3019|220|"OLD_vt6_Selkäharju_O2"
3020|221|"OLD_vt6_Utti_K"
3022|222|"vt5_Pertunmaa_Kuortti_R"
3023|223|"vt7_Kotka_Karhunkangas_2"
3024|224|"vt7_Hamina_Summa_2"
3025|225|"OLD_vt13_Selkäharju_O3"
3026|226|"st170_Pyhtää_Mokra_Opt"
3027|227|"OLD_vt26_Ruissalo_Opt"
3028|228|"OLD_vt6_Selkäharju_Opt"
3029|229|"vt7_Kotka_Karhunkangas_Opt1"
3030|230|"vt7_Kotka_Karhunkangas_Opt2"
3031|231|"st408_Taipalsaari_Saimaanharju_K"
3032|232|"kt62_Mikkeli_Anttola_K"
3033|233|"vt14_Savonlinna_Kyrönsalmen_silta_Opt1"
3034|234|"st170_Virolahti_Kattilainen_R"
3035|235|"st170_Virolahti_Kattilainen_Opt"
3036|236|"vt6_Lappeenranta_Kärki_R"
3037|237|"vt6_Lappeenranta_Kärki_O"
3038|238|"vt6_Lappeenranta_Kärki_Opt1"
3039|239|"vt6_Lappeenranta_Kärki_Opt2"
3040|240|"vt6_Lappeenranta_Mälkiä_O"
3041|241|"vt6_Lappeenranta_Mälkiä_Opt1"
3042|242|"vt6_Lappeenranta_Mälkiä_Opt2"
3043|243|"vt26_Hamina_Myllykylä_R"
3044|244|"vt26_Hamina_Myllykylä_Opt"
3045|245|"vt7_Kotka_Sutela_2"
3046|246|"OLD_vt7_Kotka_Sutela_O2"
3047|247|"vt7_Kotka_Sutela_Opt1"
3048|248|"vt7_Kotka_Sutela_Opt2"
3049|249|"vt6_Kouvola_Utti_1"
3050|250|"vt6_Rautjärvi_Simpele_Opt"
3051|251|"vt7_Pyhtää_Siltakylä_1"
3052|252|"vt7_Pyhtää_Siltakylä_2"
3053|253|"vt7_Pyhtää_Siltakylä_Opt1"
3054|254|"vt7_Pyhtää_Siltakylä_Opt2"
3055|255|"OLD_Vaisalassa_testi_RWS200"
3056|256|"vt7_Hamina_Kolsila_itä_1"
3057|257|"vt7_Hamina_Kolsila_itä_2"
3058|258|"vt7_Hamina_Kolsila_itä_Opt1"
3059|259|"vt7_Hamina_Kolsila_itä_Opt2"
3060|260|"OLD_vt7_Hamina_Summa"
3061|261|"OLD_vt7_Hamina_Summa"
3062|262|"vt7_Hamina_Summa_Opt1"
3063|263|"vt7_Hamina_Summa_Opt2"
3064|264|"vt7_Hamina_Husula_1"
3065|265|"vt7_Hamina_Husula_2"
3066|266|"vt7_Hamina_Husula_Opt1"
3067|267|"vt7_Hamina_Husula_Opt2"
3068|843|"vt6_Utti_B"
3069|901|"vt6_Kouvola_Utti_Opt2"
3070|1141|"vt6_Utti_B2"
3071|1163|"OLD_Saimaan_Kanavatie_1"
3072|1164|"Saimaan_Kanavatie_Opt1"
3073|1203|"vt6_Luumäki_kko_2"
3074|1223|"vt7_Virolahti_Ravijoki_1"
3075|1224|"vt7_Virolahti_Mattila_1"
3076|1283|"vt6_Luumäki_kko_Opt2"
3077|1423|"vt7_Virolahti_Ravijoki_Opt1"
3078|1424|"vt7_Virolahti_Ravijoki_2"
3079|1425|"vt7_Virolahti_Ravijoki_Opt2"
3080|1443|"vt7_Virolahti_Mattila_2"
3081|1426|"vt7_Virolahti_Mattila_Opt1"
3082|1427|"vt7_Virolahti_Mattila_Opt2"
3083|1804|"vt6_Kouvola_Elimäki_Opt1"
4001|268|"vt4_Hollola_Miekkiö_1"
4002|269|"vt24_Asikkala_Iso-Äiniö_R"
4003|270|"vt2_Humppila_Koenjoki_R"
4004|271|"vt3_Hämeenlinna_Miemala_1"
4005|272|"vt11_Nokia_Sorrinlammi_R"
4006|273|"vt3_Lempäälä_Kulju_1"
4007|274|"st130_Valkeakoski_Jutikkala_R"
4008|275|"vt10_Tammela_Heinivaho_R"
4009|276|"vt3_Riihimäki_Parmala_1"
4010|277|"vt12_Hollola_Hämeenkoski_R"
4011|278|"vt12_Hämeenlinna_Hauho_R"
4012|279|"vt12_Pälkäne_Kollolanharju_R"
4013|280|"vt9_Orivesi_Kutema_1"
4014|281|"OLD_vt9_Längelmäki"
4015|282|"kt66_Ruovesi_Ruojärvi_R"
4016|283|"vt23_Virrat_Puttoskylä_R"
4017|284|"vt12_Tampere_Atala_1"
4020|285|"vt12_Tre_Paasikiventie_R"
4021|286|"vt9_Akaa_Kylmäkoski_R"
4022|287|"kt54_Hausjärvi_Mommila_R"
4023|288|"kt58_Mänttä_Kuoreniemi_R"
4024|289|"vt3_Ylöjärvi_Metsäkylä_1"
4025|290|"vt12_Lahti_Kärpäsenmäki_R"
4026|291|"OLD_Lahti_Ahtialantie"
4027|292|"vt3_Lempäälä_Lippo_1"
4028|293|"vt3_Valkeakoski_Jutikkala_1"
4029|294|"vt3_Pirkkala_Huovi_1"
4030|295|"vt9_Kangasala_Suinula_1"
4031|296|"vt9_Orivesi_Leppähammas_1"
4032|297|"vt9_Orivesi_Talviainen_1"
4033|298|"OLD_vt9_Solttila_O"
4034|299|"vt9_Kangasala_Suinula_Opt"
4035|300|"vt9_Orivesi_Kutema_Opt1"
4036|301|"vt24_Asikkala_Iso-Äiniö_Opt"
4037|302|"vt3_Hämeenlinna_Miemala_Opt2"
4038|303|"vt3_Riihimäki_Parmala_Opt1"
4039|304|"kt54_Hausjärvi_Mommila_Opt"
4040|305|"vt3_Ylöjärvi_Metsäkylä_Opt2"
4041|306|"vt12_Lahti_Kärpäsenmäki_Opt"
4042|307|"vt9_Orivesi_Talviainen_Opt"
